Age,AvgInteract,StdyHour,BffTime,HobbyHour,SleepHour,Gender,AcademicLevel
35,36,7,5,9,7,Female,Degree
32,29,12,5,5,8,Female,Degree
25,21,3,6,7,5,Female,Degree
19,29,12,5,4,5,Female,Degree
19,16,8,3,2,3,Male,Degree
28,36,11,7,7,7,Male,High school
21,30,8,5,8,8,Male,Pre-U
28,31,7,4,8,7,Female,Degree
21,33,8,5,4,5,Male,Degree
19,44,6,5,5,7,Female,Degree
25,43,14,5,6,6,Male,High school
24,27,6,6,3,4,Male,Degree
25,32,5,5,4,9,Female,Degree
27,2,10,6,8,8,Male,Pre-U
26,38,7,6,7,9,Female,Degree
26,16,8,4,6,8,Male,Degree
27,16,11,6,5,5,Female,Degree
27,43,1,5,7,6,Female,Degree
17,50,10,6,7,3,Female,Degree
25,39,12,7,4,8,Male,High school
21,27,5,6,4,10,Male,Degree
23,39,10,5,5,3,Female,Degree
18,33,7,5,5,7,Male,Pre-U
28,31,6,6,7,3,Male,Degree
17,26,4,6,8,7,Female,Pre-U
19,29,7,5,7,8,Female,Degree
34,33,6,6,4,8,Male,Degree
24,39,10,5,7,5,Female,High school
29,48,8,4,7,3,Male,Degree
24,36,14,4,7,6,Female,Degree
31,42,12,5,5,6,Male,High school
20,48,10,6,8,7,Male,Postgraduates
26,22,7,6,10,8,Female,Pre-U
29,17,9,6,9,8,Male,Degree
24,38,7,6,7,6,Female,Degree
29,24,14,4,5,3,Female,Degree
32,26,15,5,10,6,Male,Degree
23,48,10,7,8,7,Male,Degree
27,22,8,5,6,9,Female,Degree
27,22,6,5,4,4,Male,High school
32,31,10,7,8,9,Male,Degree
17,18,12,5,6,8,Female,Degree
20,8,16,4,9,10,Male,Degree
29,36,9,7,6,6,Female,High school
28,9,10,5,7,10,Male,Degree
25,16,11,8,8,8,Female,High school
21,32,10,6,10,5,Female,Degree
21,19,9,7,7,5,Male,Degree
18,12,11,5,5,6,Female,High school
22,50,14,5,9,6,Female,Degree
19,11,10,4,5,7,Male,Degree
25,0,10,8,7,5,Male,Degree
17,42,12,4,9,5,Female,Pre-U
24,29,8,6,4,4,Male,Degree
17,31,7,5,6,3,Female,Degree
24,40,12,5,3,8,Female,Pre-U
17,36,10,5,4,5,Female,Degree
26,35,15,4,10,4,Female,Degree
25,50,13,7,7,8,Male,Degree
21,26,9,6,7,7,Male,High school
23,6,12,6,7,6,Male,Degree
31,38,12,7,5,3,Female,Degree
27,17,4,5,7,3,Male,Pre-U
28,38,9,4,2,7,Female,Degree
27,18,10,7,9,3,Female,Degree
22,50,12,5,6,6,Female,Pre-U
21,32,10,5,5,5,Male,Degree
21,28,11,5,4,9,Male,Degree
25,50,12,5,3,4,Female,Degree
21,10,9,5,5,3,Male,Degree
32,27,13,6,6,5,Female,Degree
18,23,7,4,9,5,Male,Degree
21,14,12,5,9,5,Female,Degree
23,26,14,6,8,10,Male,Degree
20,35,11,5,10,5,Female,High school
31,13,6,4,9,5,Female,Degree
18,27,11,5,6,3,Male,Degree
21,33,13,5,1,8,Male,Degree
19,34,11,6,5,7,Female,High school
20,36,2,5,6,5,Female,Degree
29,50,8,6,3,5,Female,Degree
21,32,2,5,4,5,Female,Degree
19,8,14,5,4,7,Female,Degree
27,32,11,6,8,5,Male,Degree
27,27,14,5,7,6,Male,Degree
17,17,11,4,5,4,Female,Degree
33,32,9,4,7,5,Male,Degree
29,26,3,5,5,6,Female,Degree
17,38,7,6,9,7,Male,Degree
19,32,8,6,3,3,Male,Degree
32,34,15,5,5,5,Female,Pre-U
28,34,7,7,4,4,Male,Pre-U
22,38,13,6,5,5,Male,Degree
18,23,6,6,5,4,Female,Degree
23,29,7,6,7,5,Male,Degree
27,29,10,4,5,5,Male,Degree
23,34,8,7,3,8,Male,Pre-U
29,31,16,4,7,3,Male,Degree
17,31,10,7,5,8,Male,Degree
18,9,8,5,7,4,Female,Degree
17,14,3,6,5,8,Male,Degree
20,30,12,5,2,8,Female,Degree
27,16,6,6,5,5,Female,Pre-U
23,16,9,6,4,6,Female,Degree
23,31,8,5,7,7,Male,Degree
27,21,11,6,8,5,Female,Degree
24,31,3,7,8,5,Female,Degree
24,41,5,5,10,8,Male,Pre-U
20,43,8,4,5,7,Male,Degree
22,41,14,5,7,3,Male,Degree
22,12,8,7,8,3,Male,Degree
17,43,7,7,5,6,Male,Degree
26,25,10,4,8,10,Female,Pre-U
21,26,10,6,5,7,Male,Pre-U
34,41,15,5,8,7,Female,Degree
21,24,7,6,5,9,Female,Degree
26,21,7,7,6,6,Male,Degree
24,30,7,6,7,7,Female,Degree
21,24,11,6,5,4,Male,Pre-U
24,32,14,5,8,3,Male,Degree
22,36,7,7,8,7,Male,Degree
27,26,8,5,6,8,Male,Degree
31,34,13,7,6,6,Female,Degree
20,30,7,6,5,4,Female,Postgraduates
21,37,7,5,6,6,Male,Degree
20,29,13,5,10,10,Female,Degree
29,26,11,6,7,7,Female,Degree
22,43,11,6,9,5,Male,High school
33,33,9,5,10,5,Male,High school
26,19,6,7,9,7,Female,Degree
17,30,13,5,6,6,Male,High school
30,41,9,6,8,5,Male,Degree
29,45,14,6,4,3,Female,Degree
19,26,3,6,10,10,Female,Degree
20,36,11,6,4,6,Male,High school
27,22,8,6,7,9,Female,High school
24,19,14,5,8,8,Female,Degree
28,30,11,5,6,7,Male,Degree
25,33,6,6,7,5,Male,Degree
29,42,9,6,6,7,Male,High school
17,38,13,6,6,9,Male,Degree
24,23,3,6,6,3,Female,Degree
26,26,8,5,6,7,Male,Pre-U
24,27,9,3,7,6,Female,Degree
22,24,6,5,8,6,Female,Pre-U
22,40,11,4,8,7,Male,Degree
23,34,8,7,10,6,Male,Degree
33,37,9,8,5,8,Male,Degree
26,24,12,3,8,7,Female,Pre-U
18,23,11,7,9,10,Female,Degree
22,17,7,5,7,4,Male,Degree
26,16,8,5,7,4,Female,Degree
31,28,10,6,3,5,Female,Degree
30,18,8,5,4,5,Male,Degree
25,26,6,4,5,10,Male,Degree
20,23,11,6,3,4,Male,Degree
24,30,12,7,4,9,Female,Degree
21,18,9,5,4,8,Male,Degree
28,36,8,7,8,8,Male,Postgraduates
20,21,12,2,10,4,Male,High school
32,33,6,6,9,8,Female,Degree
25,31,7,6,6,4,Female,Degree
24,27,12,6,4,5,Female,Degree
27,19,7,6,5,6,Male,Degree
32,18,3,6,7,9,Male,High school
29,33,6,4,10,7,Female,Degree
31,33,12,5,7,8,Female,High school
26,30,14,7,2,10,Female,Degree
22,41,10,5,8,6,Female,Degree
25,24,11,6,5,5,Male,Degree
26,25,9,5,6,10,Male,Degree
18,19,14,5,4,7,Female,Degree
17,16,9,5,3,7,Male,Degree
33,47,12,6,5,7,Female,Degree
24,23,11,7,10,8,Female,Degree
32,34,13,6,8,3,Female,Degree
22,29,11,7,8,8,Female,Degree
25,36,15,6,8,5,Male,High school
27,44,11,4,7,3,Male,Degree
17,22,9,7,6,4,Male,Degree
24,35,5,5,10,10,Female,Pre-U
24,19,4,6,6,5,Male,Degree
17,14,10,7,6,7,Male,Degree
23,32,9,4,7,9,Female,Pre-U
20,32,8,5,6,5,Female,Pre-U
20,33,9,7,8,7,Female,Degree
27,18,9,7,9,6,Male,Degree
23,50,11,5,9,7,Female,Degree
25,17,12,5,10,7,Female,Degree
22,37,10,7,7,6,Female,Degree
20,19,7,6,7,6,Male,Degree
30,26,9,4,6,6,Male,Degree
23,10,8,6,10,3,Male,Degree
27,35,11,6,7,7,Female,High school
29,24,7,4,6,6,Female,Degree
24,25,7,4,8,8,Female,Degree
21,28,15,6,4,5,Male,Degree
33,22,11,6,6,6,Female,Degree
34,35,12,6,5,8,Male,Pre-U
28,47,3,6,4,10,Female,Degree
22,41,11,6,4,6,Male,Pre-U
25,34,8,6,8,6,Female,Degree
23,24,12,5,6,8,Male,Degree
35,26,15,4,5,6,Male,Postgraduates
18,32,7,7,6,6,Female,Postgraduates
20,13,8,5,7,10,Male,Degree
20,20,10,6,9,9,Female,Degree
28,30,9,6,8,4,Female,Degree
31,35,11,5,4,6,Female,Degree
21,32,7,6,8,7,Male,Degree
37,22,8,7,8,5,Male,Degree
22,30,9,8,6,4,Female,High school
31,33,8,5,3,7,Female,Degree
17,19,15,7,7,4,Female,Pre-U
30,29,8,6,8,6,Male,Pre-U
22,9,11,4,9,8,Male,Degree
19,42,7,6,6,8,Male,Degree
27,31,8,5,7,8,Female,Degree
29,30,7,5,6,7,Male,Degree
21,27,14,7,7,9,Female,Pre-U
34,11,8,4,7,8,Female,Degree
29,24,12,6,3,3,Male,Degree
26,21,12,7,5,4,Female,Postgraduates
28,19,11,5,8,4,Male,Degree
22,42,10,5,4,7,Female,Degree
26,23,9,6,10,3,Male,Degree
31,28,12,5,9,5,Female,Degree
29,28,7,5,6,5,Female,Degree
23,37,10,7,7,3,Female,Degree
27,29,16,4,6,7,Male,Degree
24,28,15,5,6,7,Female,Degree
17,35,9,6,7,6,Female,Degree
22,28,10,6,6,7,Female,Pre-U
24,22,12,7,5,9,Female,Degree
21,25,4,6,3,4,Male,Degree
31,23,9,6,6,9,Male,Degree
31,40,14,7,9,7,Female,Degree
33,19,9,5,8,9,Male,Postgraduates
25,26,10,5,7,3,Female,Degree
21,24,7,5,10,10,Female,Degree
19,25,10,5,8,4,Female,Degree
17,27,8,3,4,5,Male,High school
21,43,11,5,6,7,Female,Pre-U
31,37,8,5,5,6,Male,Degree
26,9,9,4,10,8,Male,Degree
19,19,7,5,8,3,Female,Degree
26,28,10,7,10,5,Female,Pre-U
30,24,5,5,10,7,Female,Degree
22,7,9,6,8,7,Female,Degree
26,36,13,5,7,3,Male,Degree
20,50,7,6,3,5,Male,Degree
23,38,8,6,5,5,Male,Degree
24,34,8,6,4,5,Female,Pre-U
24,18,12,4,3,5,Male,Degree
27,30,9,5,4,7,Male,High school
30,23,10,5,5,7,Female,Degree
26,34,7,4,4,4,Male,Degree
26,26,6,6,4,4,Male,Degree
26,13,12,6,4,7,Male,Degree
27,37,11,6,6,3,Male,High school
31,29,6,7,10,8,Male,Degree
25,31,10,6,6,3,Female,Degree
28,28,10,7,8,6,Female,Degree
19,21,13,6,10,9,Male,Degree
19,33,11,5,3,7,Male,Degree
26,32,10,6,6,3,Male,Degree
28,26,7,7,8,7,Male,High school
19,44,11,6,5,7,Female,High school
19,22,4,5,6,6,Female,Pre-U
20,28,15,7,10,9,Female,Degree
21,23,7,6,5,8,Male,Degree
23,50,8,5,10,7,Male,Degree
24,22,12,6,7,7,Male,Degree
19,31,6,5,6,7,Female,Degree
22,22,4,4,4,9,Male,High school
26,45,11,5,6,8,Female,Degree
27,19,9,4,5,7,Female,Pre-U
18,33,12,5,5,9,Female,Degree
24,2,10,5,8,5,Female,Degree
36,14,6,6,5,5,Male,Degree
23,21,10,7,8,7,Male,Degree
25,35,5,5,5,4,Male,Degree
18,36,9,6,6,10,Male,Degree
24,26,10,6,3,8,Male,Degree
26,16,12,6,6,3,Female,Degree
21,20,16,7,7,8,Male,High school
17,35,6,4,4,3,Female,Degree
18,30,4,7,6,8,Female,Degree
30,27,9,6,8,8,Male,High school
17,43,14,5,8,8,Male,Degree
22,24,4,5,10,9,Female,Degree
26,35,8,6,7,7,Female,High school
26,21,9,6,2,8,Male,Pre-U
28,36,9,6,4,3,Female,Degree
24,37,10,5,10,7,Female,High school
25,27,10,5,8,9,Male,High school
32,37,6,5,7,8,Female,Degree
25,23,7,5,8,5,Female,High school
23,31,8,5,7,7,Female,Degree
27,25,7,6,7,10,Male,Degree
26,33,14,5,3,8,Male,Degree
23,40,7,7,5,10,Male,High school
21,26,8,5,8,5,Female,High school
32,24,5,5,9,7,Female,Degree
24,42,13,5,6,3,Male,High school
28,19,12,6,5,6,Male,Degree
26,39,12,6,9,8,Female,Degree
17,30,7,5,7,5,Female,High school
28,37,12,4,5,5,Female,Degree
21,25,11,4,9,10,Male,Degree
26,31,9,7,9,6,Female,Degree
33,39,13,6,5,4,Female,Degree
20,21,8,4,9,6,Male,Degree
24,38,13,5,6,5,Female,Degree
17,28,10,6,7,6,Male,Degree
23,40,10,6,6,6,Female,Degree
21,31,10,6,8,7,Female,Degree
23,31,10,6,7,7,Male,High school
27,14,12,4,5,3,Male,Degree
25,13,10,6,10,9,Female,Degree
33,33,6,7,8,10,Female,High school
19,23,8,7,8,5,Male,Degree
24,17,12,7,5,3,Male,High school
29,41,8,5,8,7,Female,Degree
21,24,10,5,6,6,Male,Degree
25,27,9,7,4,5,Male,Degree
26,17,12,6,4,6,Female,Degree
29,37,11,6,5,4,Female,Postgraduates
25,48,9,6,7,6,Female,Degree
29,30,7,6,4,6,Female,High school
27,25,12,5,6,10,Male,High school
26,37,9,7,4,8,Female,Degree
29,24,8,5,4,8,Male,Degree
26,41,7,5,6,6,Male,Degree
34,35,9,4,8,7,Female,Degree
29,50,8,4,7,6,Female,Degree
23,28,9,5,4,8,Male,Degree
18,48,8,6,4,6,Male,Degree
31,23,10,5,7,9,Female,Degree
24,26,8,6,7,5,Male,Degree
26,35,8,5,3,6,Female,Degree
21,19,9,6,4,10,Female,Degree
27,40,12,7,7,3,Female,Degree
17,42,9,6,9,7,Female,Degree
23,12,6,8,7,10,Male,High school
17,41,9,5,4,5,Male,Degree
20,27,15,5,6,9,Male,Degree
24,21,9,6,8,6,Female,Degree
24,12,14,6,8,5,Female,Pre-U
30,40,8,5,7,6,Male,Degree
19,34,8,5,6,4,Male,Pre-U
26,32,12,6,3,6,Male,Degree
28,39,11,3,6,9,Female,Degree
34,27,12,8,6,7,Female,High school
26,39,12,5,8,4,Female,High school
20,37,2,5,5,6,Female,Degree
21,20,7,6,5,10,Male,Degree
26,14,14,6,8,5,Female,Degree
29,27,10,5,6,6,Female,Pre-U
31,23,11,6,5,7,Female,Degree
19,28,8,5,7,7,Male,Degree
27,15,10,5,7,8,Female,Degree
27,50,9,4,9,5,Female,Degree
25,10,10,5,4,5,Female,High school
24,29,11,6,5,9,Female,Pre-U
28,33,7,6,8,6,Female,Degree
24,24,9,7,5,8,Female,Postgraduates
26,26,9,5,9,6,Female,Degree
34,40,5,5,7,6,Male,Degree
30,25,13,5,6,4,Male,Degree
23,46,8,4,7,3,Female,Pre-U
24,25,9,6,9,6,Female,Degree
20,19,10,6,5,4,Female,Degree
17,25,6,6,10,6,Female,Degree
17,21,6,7,6,7,Male,Degree
24,27,15,6,6,5,Female,High school
27,23,6,7,6,8,Male,Degree
25,16,7,9,4,6,Male,Postgraduates
30,30,11,5,7,5,Male,Degree
26,24,16,5,5,8,Female,Degree
23,44,9,6,6,5,Male,Degree
28,35,10,5,8,8,Female,Degree
27,7,8,5,4,4,Female,Degree
30,31,6,5,5,7,Female,Degree
17,13,16,5,7,5,Male,Degree
35,43,8,5,7,10,Male,Degree
25,18,9,6,6,8,Male,Degree
24,33,6,4,10,7,Female,Degree
25,28,7,7,8,6,Female,Degree
30,27,10,6,9,4,Female,Degree
17,25,8,5,9,7,Male,High school
31,14,7,6,10,7,Male,Degree
33,43,7,6,1,7,Male,High school
17,26,8,5,6,3,Female,Pre-U
26,18,5,6,7,6,Male,Degree
27,19,5,6,8,8,Male,Degree
29,6,6,5,7,6,Male,Degree
18,49,13,7,9,8,Female,Degree
22,26,7,4,9,5,Male,High school
17,20,10,3,5,7,Female,Degree
21,11,3,4,6,10,Female,Degree
23,21,11,5,6,7,Female,High school
25,45,6,4,7,7,Male,Degree
20,16,10,7,9,8,Male,Pre-U
21,30,10,4,6,3,Male,Pre-U
20,22,11,4,8,7,Male,Degree
21,16,10,7,10,6,Female,High school
34,48,11,6,8,6,Female,Postgraduates
28,33,10,7,9,8,Male,Degree
25,17,7,4,6,6,Female,Degree
27,17,8,7,7,4,Female,Degree
27,37,10,5,6,5,Female,Degree
17,28,3,4,6,7,Female,Degree
27,17,8,5,5,3,Male,Degree
30,11,12,4,10,9,Male,Degree
30,37,10,5,9,3,Male,Degree
22,25,9,4,10,3,Female,Degree
25,31,7,5,7,9,Female,Degree
22,40,7,5,6,3,Male,Degree
20,29,10,5,6,7,Female,High school
17,34,5,4,3,6,Female,Degree
26,41,9,6,4,7,Female,Degree
23,33,6,6,5,5,Female,Degree
22,23,12,6,4,5,Male,Degree
27,44,6,6,8,6,Male,Degree
30,20,10,6,6,3,Female,Degree
29,20,8,5,4,9,Male,Pre-U
32,31,6,5,10,5,Male,Degree
17,11,12,6,8,6,Male,Degree
17,31,11,4,7,5,Female,Degree
29,35,7,4,7,5,Female,Degree
17,36,10,6,10,9,Female,Degree
37,47,12,5,8,6,Male,High school
33,33,9,6,5,5,Female,Degree
27,18,5,5,3,4,Female,Degree
24,19,8,7,6,7,Male,Degree
33,23,10,6,7,9,Male,High school
23,12,8,6,6,7,Male,Degree
22,31,7,6,8,7,Female,Degree
27,27,9,6,8,4,Male,High school
27,15,10,4,7,6,Female,Degree
25,44,5,6,7,9,Female,Pre-U
28,23,9,6,5,3,Male,Degree
21,49,15,5,4,5,Female,Degree
20,48,13,6,8,8,Female,Postgraduates
27,29,16,4,4,6,Male,Degree
30,19,12,7,8,7,Male,Degree
20,48,6,6,6,9,Female,Degree
17,32,12,5,5,6,Female,High school
39,36,10,8,8,5,Female,Degree
24,28,7,7,7,6,Male,Degree
28,30,12,7,7,8,Female,Degree
19,24,16,5,6,8,Male,Degree
29,23,9,7,9,7,Female,Pre-U
27,18,15,4,7,3,Female,High school
26,39,5,6,6,7,Female,Degree
24,46,11,6,6,7,Male,High school
18,39,12,5,8,7,Female,Degree
24,32,13,5,6,7,Male,Degree
27,32,15,6,9,3,Female,Degree
28,28,8,7,9,8,Female,Degree
17,23,16,5,7,6,Male,Degree
25,32,4,7,5,5,Male,Degree
21,27,9,4,8,7,Female,Degree
19,9,8,7,5,7,Female,Degree
23,42,8,6,6,9,Male,High school
20,38,9,7,7,9,Male,Degree
23,11,11,7,7,7,Male,Degree
23,32,16,5,5,5,Male,High school
24,39,11,3,10,3,Female,Degree
17,19,6,5,6,6,Male,Degree
28,21,8,6,5,6,Female,Degree
25,27,12,5,4,6,Male,Degree
19,25,10,6,5,7,Female,Degree
29,41,15,6,7,5,Female,Pre-U
29,39,6,4,10,8,Female,High school
29,23,6,5,9,5,Male,High school
24,31,13,6,7,4,Male,Degree
25,38,9,5,9,5,Female,Degree
34,29,13,4,8,6,Male,Degree
17,33,12,8,2,5,Female,Pre-U
33,26,10,5,7,8,Male,Degree
24,50,7,5,9,4,Female,Pre-U
23,19,4,5,7,6,Male,Degree
31,18,9,5,9,5,Female,High school
27,39,13,5,6,4,Male,Postgraduates
31,21,13,6,5,6,Male,Degree
30,22,13,5,10,6,Female,Degree
21,39,11,7,6,6,Male,Degree
23,23,16,4,5,8,Female,Degree
28,19,12,7,6,7,Female,Degree
30,32,10,7,6,5,Male,Degree
30,46,13,5,6,9,Female,Pre-U
24,31,16,5,7,7,Female,Degree
22,50,7,5,8,3,Male,Pre-U
24,11,11,7,7,10,Male,Degree
26,40,1,4,6,6,Female,High school
22,37,9,5,8,6,Male,Degree
30,32,12,4,4,9,Male,Degree
30,46,12,7,5,5,Female,Degree
33,18,11,5,7,7,Female,Degree
32,43,12,7,6,6,Male,Degree
27,46,10,4,7,6,Female,Degree
29,13,11,5,4,7,Male,Degree
25,16,10,4,6,8,Female,Degree
26,26,8,5,8,8,Female,Postgraduates
22,19,10,7,5,6,Male,Degree
26,32,5,7,8,8,Female,Degree
22,46,10,8,6,5,Female,Pre-U
19,43,9,5,7,8,Male,Degree
35,4,10,7,9,3,Female,Degree
34,20,13,6,6,6,Male,Degree
22,46,14,6,4,6,Male,Pre-U
17,34,10,6,6,4,Male,Pre-U
27,28,12,5,2,7,Male,Degree
26,36,8,5,5,5,Male,High school
36,36,13,4,9,7,Female,Degree
26,42,8,3,5,6,Female,Degree
22,44,9,6,7,5,Female,Degree
19,40,6,6,6,6,Female,Degree
21,35,10,4,5,5,Male,Pre-U
32,19,11,6,10,4,Female,Degree
21,39,10,6,6,8,Female,Degree
32,49,6,7,8,5,Female,High school
22,16,13,6,4,5,Female,Degree
20,28,16,6,7,8,Male,Degree
22,21,10,5,9,8,Female,Degree
24,18,6,5,9,7,Female,Degree
28,42,9,8,7,4,Female,Pre-U
30,22,13,6,4,5,Female,Pre-U
17,35,8,4,9,6,Female,Degree
25,33,10,5,5,8,Female,High school
17,27,9,6,5,3,Male,Degree
29,23,10,6,7,5,Male,Degree
27,34,6,6,7,9,Female,Degree
23,18,10,7,10,7,Male,Degree
27,21,13,6,7,7,Male,Degree
26,33,12,6,6,9,Female,Pre-U
24,27,10,6,4,6,Male,Degree
19,37,8,3,7,7,Female,Pre-U
28,28,15,6,6,8,Male,Degree
32,26,13,3,7,8,Male,Degree
22,40,1,7,5,9,Female,Degree
29,13,11,7,5,7,Female,Degree
26,17,7,4,8,8,Male,High school
26,33,8,5,6,6,Male,Degree
20,41,9,6,9,6,Female,Degree
19,27,16,5,7,9,Female,High school
25,47,9,4,6,6,Female,Degree
28,33,10,6,5,10,Female,Degree
30,38,12,6,7,5,Male,Degree
19,39,6,4,7,10,Male,Degree
24,17,13,6,7,6,Male,Degree
24,34,9,5,6,7,Male,Degree
18,37,8,5,6,9,Female,Postgraduates
27,30,7,6,4,6,Male,Degree
21,34,14,7,8,6,Male,Degree
28,24,11,8,6,6,Female,Pre-U
27,29,10,9,7,7,Female,Degree
26,43,9,5,8,10,Male,Pre-U
21,35,11,7,2,4,Male,High school
20,32,7,6,8,9,Male,Pre-U
27,34,7,3,9,5,Male,Degree
19,17,7,7,6,5,Female,High school
30,12,7,6,5,4,Female,Degree
29,36,12,6,5,7,Male,Degree
20,22,12,6,6,4,Male,Degree
24,25,15,4,6,10,Female,Pre-U
31,34,12,7,4,9,Female,Degree
30,31,12,6,4,8,Female,Degree
29,22,7,5,4,10,Male,Degree
25,31,12,5,5,5,Female,Pre-U
18,28,8,4,7,7,Female,Degree
17,10,10,4,5,6,Female,Degree
36,33,8,6,6,9,Female,Degree
23,15,6,5,6,6,Male,High school
27,30,10,6,6,3,Female,Degree
25,15,13,6,4,7,Female,Pre-U
23,50,8,7,6,6,Female,Degree
19,20,8,5,8,4,Male,Degree
17,36,7,6,6,8,Male,Pre-U
29,35,13,6,8,7,Female,Degree
22,31,8,5,9,9,Female,Degree
32,35,9,7,7,9,Male,High school
27,25,13,7,8,10,Female,Pre-U
27,24,10,5,5,8,Male,Degree
26,37,12,6,8,3,Female,Degree
28,33,14,5,4,9,Male,High school
28,22,12,5,9,6,Female,Degree
22,12,11,5,9,8,Male,Pre-U
21,34,10,4,5,8,Male,Pre-U
23,46,7,5,8,5,Male,Degree
32,21,6,5,7,5,Female,High school
35,28,11,5,8,8,Male,Degree
35,22,8,5,3,5,Female,Degree
22,37,8,6,8,5,Male,High school
23,19,8,6,5,6,Male,Degree
23,35,10,4,9,8,Male,Degree
28,21,12,8,10,6,Female,Pre-U
17,19,14,6,4,8,Male,Degree
27,22,4,6,8,3,Male,Degree
26,27,8,6,5,7,Male,Degree
26,31,5,6,6,6,Female,Pre-U
27,37,13,6,4,10,Female,Pre-U
24,26,5,5,9,8,Female,High school
17,33,15,5,7,6,Male,High school
21,24,16,7,7,8,Male,Degree
26,31,13,5,2,4,Female,Degree
21,28,14,5,7,6,Female,Degree
25,17,7,5,4,5,Female,Degree
25,14,7,5,5,9,Female,Degree
22,38,4,5,4,5,Male,High school
19,42,10,5,9,8,Male,Degree
31,47,11,4,8,5,Male,Degree
30,33,10,6,7,9,Male,Degree
27,24,8,5,7,6,Male,Degree
27,11,8,5,4,9,Male,Degree
29,14,7,5,5,6,Female,Degree
29,18,9,6,6,5,Male,Postgraduates
31,31,11,5,7,8,Male,High school
29,41,6,6,7,8,Male,Degree
32,16,8,5,9,7,Male,Degree
26,41,9,6,7,9,Female,Degree
22,18,12,5,7,7,Female,Degree
23,25,6,7,7,7,Male,Pre-U
24,33,6,7,7,6,Male,Degree
28,18,14,6,8,10,Female,Degree
26,32,2,5,7,7,Male,Degree
27,39,10,4,7,6,Female,Degree
23,27,10,6,10,3,Female,Degree
27,28,10,4,7,7,Female,Pre-U
18,40,12,5,7,3,Male,Pre-U
17,20,13,6,7,8,Female,Degree
23,9,9,5,9,9,Female,Degree
31,31,11,5,5,6,Male,Degree
27,35,15,6,4,3,Male,Pre-U
40,27,15,4,4,9,Female,Pre-U
23,28,8,7,5,6,Male,Degree
27,14,9,5,5,7,Female,Degree
17,39,5,6,9,10,Female,Degree
25,27,15,5,5,9,Male,Pre-U
19,29,7,5,6,7,Male,Degree
24,43,7,7,5,7,Female,Degree
27,45,15,6,7,6,Female,Degree
18,18,5,7,7,4,Male,Pre-U
22,31,10,5,5,6,Male,High school
28,33,6,6,5,10,Female,Pre-U
21,46,8,6,8,8,Female,Pre-U
27,33,9,6,5,5,Female,High school
23,37,9,5,6,3,Female,Pre-U
33,12,15,7,8,8,Female,Degree
17,37,11,8,10,7,Female,Degree
32,33,7,7,5,10,Female,Degree
31,38,12,5,7,7,Female,High school
21,35,7,6,6,7,Male,Degree
22,31,5,5,8,4,Female,Degree
22,33,12,6,7,7,Male,Degree
22,42,9,5,4,7,Female,Degree
26,34,16,6,9,4,Female,Degree
32,38,10,5,7,6,Male,Degree
23,40,16,5,10,5,Male,Degree
24,30,13,7,9,8,Male,Pre-U
23,45,15,8,8,5,Male,Degree
27,50,11,5,6,9,Male,High school
25,40,12,4,5,5,Female,Degree
26,35,13,6,4,3,Female,Degree
19,10,5,5,7,6,Female,Degree
24,33,10,6,9,6,Male,Pre-U
28,24,5,4,7,4,Female,Degree
17,12,13,5,7,6,Female,Degree
22,47,14,6,10,6,Female,Pre-U
17,24,15,4,7,4,Female,Degree
24,21,9,6,2,9,Male,Postgraduates
29,37,7,5,8,8,Male,Pre-U
28,34,10,5,7,7,Female,Degree
24,42,5,3,5,5,Male,Degree
25,15,11,5,6,5,Male,Degree
28,29,10,5,5,6,Male,Degree
33,39,12,7,4,6,Female,Degree
27,39,13,5,7,6,Female,Degree
27,21,7,6,5,5,Female,Degree
25,23,12,6,6,8,Female,Degree
18,38,7,6,6,5,Male,Degree
25,14,9,4,8,9,Male,Pre-U
23,20,14,6,7,5,Female,High school
27,12,11,6,6,6,Female,Degree
23,13,16,5,7,7,Male,Degree
24,33,11,6,6,5,Female,Degree
19,42,9,6,6,7,Female,Degree
21,12,12,7,4,5,Male,Degree
26,24,10,5,6,6,Female,Degree
18,20,10,7,9,4,Male,High school
28,26,9,7,3,8,Female,Degree
17,50,15,6,2,4,Female,Degree
21,30,10,7,5,9,Male,High school
28,45,8,6,5,7,Male,Degree
20,30,9,5,9,7,Female,Degree
28,40,10,5,5,8,Female,Degree
24,46,10,6,9,6,Female,High school
27,24,12,5,7,8,Male,Degree
23,30,11,5,4,4,Male,Degree
22,50,9,6,5,8,Female,Degree
24,28,13,6,3,10,Female,Degree
29,17,9,5,5,6,Male,Degree
17,25,12,6,3,5,Male,Degree
17,18,9,4,10,8,Female,Degree
29,25,7,6,10,9,Male,Degree
18,26,7,4,9,7,Female,Degree
28,16,10,6,7,10,Male,Degree
28,49,7,7,10,5,Female,Degree
21,29,5,6,8,5,Female,Degree
17,27,6,5,7,4,Male,Degree
17,30,8,5,9,7,Male,Degree
28,44,12,6,6,9,Male,Degree
31,21,8,5,8,4,Female,Degree
17,30,7,6,4,9,Male,Degree
29,16,13,7,6,3,Male,Degree
21,19,5,6,7,4,Male,Degree
22,28,10,5,9,8,Female,Degree
18,37,5,5,7,6,Male,Pre-U
25,29,11,6,9,8,Female,Degree
23,7,12,6,7,10,Female,High school
26,25,13,5,7,7,Female,Degree
19,36,11,6,7,5,Female,Pre-U
23,36,10,5,8,6,Female,Degree
20,28,12,4,8,10,Female,Degree
33,42,4,6,4,7,Female,Degree
